label,settings,Ti,Y,Hf,Th,U,La,Ce,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu
-1,unlabel,3.000000002,906.0000007,10566.99999,452.0000002,1030.999999,0.01,6.299999993,1.669999999,2.819999998,0.79,14.54999999,5.430000005,67.75999995,28.34999999,136.76,34.1,386.2399996,74.00000005
-1,unlabel,16.00000001,1083.396914,10514.87136,201.9999998,319,0.33,6.430000001,4.150000003,6.360000005,1.540000002,34.49999999,11.49999999,124,40.49999998,164.9999999,31.2,276,52.00000004
-1,unlabel,15.53999998,1541.180002,11474.66,122.71,265.0300003,0.07,7.810000002,1.359999999,2.629999997,0.18,17.86000002,9.29,120.25,51.53999997,237.8500001,52.25000003,449.8500002,100.71
-1,unlabel,4.49,1490.539999,10100.12001,105.9699999,185.3899998,0.01,4.049999998,1.779999999,4.12,0.35,28.27999999,10.56,130.53,49.36,225.2500002,45.44000003,454.6600004,80.93999999
-1,unlabel,2.109999999,2418.36,6151.469995,67.00000005,128.4600001,0.07,12.71999999,6.830000005,12.6,1.829999999,65.42000003,21.13,243.4600002,90.56000003,366.9300001,68.10999996,563.1400006,102.9200001
-1,unlabel,7.899999995,1605.000001,12350.00001,186.7,554.9999998,0.39,7.580000006,4.399999995,5.800000006,0.800000001,31.9,12.46999999,152.7999999,56.80000004,249.8,52.2,470.0000001,82.80000004
-1,unlabel,10,1301.000001,12140.00001,296,348,0.03,39.29999997,1.280000001,3.940000002,0.46,23.3,8.730000006,111.0000001,43.7,205.9999998,46.09999996,449,87.69999993
-1,unlabel,8,1189.000001,11762,150.9999999,279.9999998,0.01,4.28,1.620000002,3.990000003,0.08,23.09,8.170000009,107.64,39.35000003,169.7600002,34.37999997,312.0599999,59.99999995
-1,unlabel,14.32999999,2462.759999,13720.74001,300.0499999,443.8799996,0.64,20.47000002,5.389999998,6.389999998,0.660000001,35.92,15.54999999,192.1399998,81.33999999,367.8100003,79.11000009,666.7699994,149.4499999
-1,unlabel,14.29999998,1260,9959.99999,89.99999991,304.0000003,0.01,1.449999999,2.68,8.199999993,0.3,45.8,14.79999999,164,46.60000003,172.9999999,35.5,310.0000001,34.99999997
-1,unlabel,8.500000006,2159.999999,8870.000003,128.9999999,83.99999999,0.03,21.2,8.84,15.69999999,1.930000002,61.30000007,19.4,236,80.60000004,348,78.29999999,734.0000001,99.00000009
-1,unlabel,3.040000003,1322,11395.00001,226.9999999,292.9999998,0.03,18.2,4.019999999,7.340000001,0.940000001,36.40000003,11.49999999,128.9999999,46.40000005,205,41.99999996,383,71.20000006
-1,unlabel,7.670000001,1140.190001,12609.40001,102.1599999,524.6399996,0.01,1.72,0.949999999,2.919999997,0.21,24.49999998,9.30000001,112.42,38.64000002,159.2099999,31.81999998,277.0400003,50.87000004
-1,unlabel,11,1485.000001,11773.99999,416.0000004,690.9999994,0.01,19.3,1.079999999,3.800000003,0.13,22.49999999,9.03999999,128.0000001,49.40000001,246.9999999,50.99999999,484.0000004,85.60000006
-1,unlabel,81.22999996,1299.980001,10040.85,249.6200001,323.3299998,0.05,31.90999999,3.310000002,5.769999998,0.609999999,30.32999998,10.07000001,117.09,44.60000003,193.41,39.76000003,364.1800004,70.42999994
-1,unlabel,22.59999999,1023.000001,9413.000007,313.0000003,355,0.04,38.50000004,1.889999999,2.969999998,1.170000001,17.2,5.64,77.59999995,31.69999998,172.9999999,38.80000004,425,87.89999999
-1,unlabel,3.000000002,1330.742757,10273.99999,148.9999999,277,0.01,25.31999998,1.739999999,3.669999998,1.089999999,24.79000001,9.389999994,118.6500001,45.48,208.9999999,46.57999998,463,89.99999991
-1,unlabel,2.000000002,769.0000004,12606.00001,485.9999997,951.0000001,0.43,10.89000001,0.969999999,1.479999999,0.29,8.580000003,3.990000003,56.43999999,23.20999998,120.7300001,30.67,345.9700003,65.00000005
-1,unlabel,4.999999996,714.0000004,13042,246.9999999,375.0000002,0.04,19.31000001,0.48,1.64,0.5,9.459999991,3.580000003,47.93,20.63,110.6,26.35000003,273.32,67.00000005
-1,unlabel,6.740000007,1332.000001,11277.99999,401.0000004,359.0000003,0.01,55.49999998,5.790000004,9.29,1,36.69999998,11.29999999,128.0000001,46.09999996,200.9999998,41.99999996,388.0000004,72.29999995
-1,unlabel,18.2,1773.000002,9643.000005,89.30000002,187.0000002,0.27,13.49999998,3.259999999,7.450000004,0.71,40.69999998,13.39999999,166.9999999,63.40000002,279.9999998,55.80000001,490.9999999,90.99999993
-1,unlabel,10,911.9999993,10771,81.00000002,376.0000001,0.014510654,13.15000001,0.930000001,2.73,0.599999999,16.43999999,5.319999996,73.34999997,28.55999999,137.4000001,28.46999999,303.9299999,62.99999993
-1,unlabel,9.610000007,2296.130001,12060.71,309.4299998,812.3100006,0.03,3.850000004,2.830000003,6.289999994,0.38,37.07,15.36000001,173.9800002,71.37000004,301.17,59.83000002,391.9300004,102.9200001
-1,unlabel,5.999999995,972.9999994,13199,266.9999998,570.9999997,0.598820254,12.44999999,0.88,3.999999997,0.15,24.08000002,7.740000006,93.81000001,30.71999997,129.73,26.21,224.2100002,41.99999996
-1,unlabel,8.799999997,1779,8609.999991,155.9999999,236,0.19,9.099999993,8.780000002,14.70000001,1.08,54.40000004,17.04999999,203.2000002,69.39999993,292.9999998,63.69999995,601.9999996,80
-1,unlabel,4.19,911.0000001,12040,548.9999994,971.0000002,0.11,32.59999999,1.24,3.150000002,2.000000001,19.79999999,6.079999996,66.70000001,23.10000001,115.9999999,24.89999999,298.9999998,53.80000004
-1,unlabel,5.650000002,2245.82,12559.14999,54.65999996,279.4199998,0.02,2.95,1.129999999,3.610000001,0.13,24.43,12.29999999,154.76,67.12999997,312.45,67.00000005,482.2400004,135.8699999
-1,unlabel,17.97999998,864.861696,11996.91575,217.1899998,349.3500003,0.35,16.02000001,2.85,3.9,0.61,19.26000001,5.739999995,66.14000006,22.05000001,103.6399999,17.9,169.7600002,31.83000003
-1,unlabel,6.609999993,1514.22,8877.800001,189.9299999,178.2000001,0.04,23.55999999,2.870000002,5.569999998,1.740000001,33.33000003,10.97000001,136.19,52.53000002,239.7900002,49.99999996,460.8799998,95.26999995
-1,unlabel,31.00000001,601,8925.000004,34,76.99999997,0.02,7.100000005,6.879999996,11.59999999,3.219999998,43.40000005,12.89999999,150.2000001,48.05999995,190.89,40.08999998,362.5000001,57.00000004
-1,unlabel,15.8,1718.969999,9990.499997,167.2499998,153.1099998,0.49,38.88999999,5.510000002,8.270000009,1.9,35.13000002,11.79,138.9099999,54.09999999,248.4199997,52.31,548.8400004,95.4700001
-1,unlabel,9.629999997,1807.999999,12405.85001,138.4899999,665.7900002,0.01,1.509999999,1.159999999,3.300000001,0.02,22.73000001,10.55000001,126.43,52.97000001,245.6899998,51.71000003,371.4299997,94.13000007
-1,unlabel,5.520000003,769.9100009,12059.56001,78.38999992,349.9099998,0.03,1.170000001,2.289999998,6.33,0.36,36.61000001,11.61000001,102.9200001,26.18999997,82.22999995,13.87,107.8,17.77000001
-1,unlabel,6.220000004,1963.000002,11517.99999,320.9999997,777.0000004,0.01,24.39999998,1.589999999,5.010000002,0.06,31.39999999,12.29999999,173.9999999,66.49999995,319,61.7,559.0000001,91.40000006
-1,unlabel,7.690000004,2000.000002,7679.999999,61.09999997,95.70000005,0.02,5.659999998,2.989999998,7.699999997,1.569999998,42.7,15.54999999,198.9999998,65.59999994,288.0000002,63.19999996,638.0000004,77.70000004
-1,unlabel,90.99999993,1531.000001,8457.000008,215,233,0.08,9.570000005,4.060000004,6.55,1.069999999,33.40000001,11.59999999,142.9999998,52.9,250.9999997,49.70000003,477,87.00000008
-1,unlabel,10.96,977.5899991,11284.05,219.0899998,352.7999996,0.48,10.02000001,3.87,4.340000005,0.82,20.77999999,7.419999995,89.37000001,33.00999997,148.3200001,30.57999999,280.6000002,52.85000004
-1,unlabel,15.79,1562.750002,9614.489999,169.12,107.0200001,0.02,29.66000002,3.239999998,8.580000003,2.700000002,38.83999998,11.77999999,139.8200001,51.28999999,229.4199998,47.49000005,460.1999996,84.71000005
-1,unlabel,5.520000003,1432,11540,148.9000001,190.7,0.01,15.35000001,4.730000003,4.419999996,0.33,24.96,9.179999996,120.4,42.68000002,206.7000002,50.28,554.9999998,68.40000004
-1,unlabel,1.8,1803.079999,8304.670006,236.15,447.6999996,0.01,27.66000001,2.439999998,5.6,0.420000001,37.82000004,13.42000001,170.38,64.99,286.07,56.24,494.25,94.50999996
-1,unlabel,4.999999996,847.4903212,8724.000002,49,124,0.02,7.419999995,0.719999999,1.559999999,0.519999999,11.38,4.060000004,54.64000004,22.13,126,29.29000002,363,74.99999993
-1,unlabel,75.1,1473.000001,8541.000003,70.10000001,133,0.1,5.089999996,3.990000003,7.550000006,1.84,40.29999999,12.89999999,147.0000001,53.4,224.9999999,44.8,396.0000001,79.79999994
-1,unlabel,7.709999999,1391.469999,12871.18999,108.47,343.1900002,0.08,4.959999994,0.930000001,2.180000002,0.19,18.38,7.850000005,104.7000001,42.07999999,206.5900002,44.92000004,467.0900005,81.38999991
-1,unlabel,23.14000002,1228.22,10798.90001,186.4999999,307.9199999,0.7,12.13,2.249999999,3.42,0.58,20.33000002,7.159999995,94.45999995,37.41999999,183.2300002,39.85000002,419.1399999,77.42999995
-1,unlabel,11.79999999,1301.999999,13396.99999,193,242,0.12,7.419999995,2.900000001,5.779999994,0.61,31.99999998,10.5,124,46.20000005,198.9999998,43.00000004,397.0000002,67.60000001
-1,unlabel,14.65999999,1439.060001,7550.280007,323.59,329.1499997,0.34,49.33999998,2.890000002,4.850000004,1.530000002,25.8,9.049999996,118.1199999,47.60999995,225.8000002,51.98999995,516.5399998,108.1399999
-1,unlabel,7,591.0000002,10149.99999,120.9999999,169.0000002,0.01,18.02000001,4.229999996,8.75,4.330000006,31.85000002,10.07000001,131.5199999,47.7,215.7599998,49.31000005,498.0000003,83.99999999
-1,unlabel,11.20000001,1066.000001,12573.00001,279.9999998,372.0000001,0.03,39.99999997,1.289999999,2.979999999,0.31,18.4,6.830000005,90.2000001,35.6,169.9999999,39.09999996,387,76.70000001
-1,unlabel,5.540000003,1731,10970.00001,168.4999999,516.9999999,0.09,5.759999994,4.12,7.080000005,0.980000001,34.8,12.15,153.0000001,61.09999997,280.3999998,65.70000007,645.0000005,122.3
-1,unlabel,11.49999999,1539.000001,11161,103.9999999,166.9999999,0.03,41.30000003,2.929999998,6.46,1.650000001,36.20000004,12.09999999,147.9999999,54.99999994,243.9999998,51.09999998,476.0000003,86.79999996
-1,unlabel,4.999999996,710.9105398,9619.999999,62.99999993,122.9999999,0.14,8.769999993,1.509999999,2.310000001,1.149999999,11.29,3.769999998,50.31999995,19.96,107.9999999,24.63000001,316.9999998,65.00000005
-1,unlabel,20.16999999,2271.710001,11545.29999,563.8399995,374.1400001,0.930000001,26.87999998,9.02000001,10.48000001,1.320000001,46.07999996,18.03000001,205.8900002,80.62000003,335.5499999,72.16999995,596.4199994,128.39
-1,unlabel,10.61,1034.720001,9558.53001,250.1099999,272.6599998,0.5,19.51999999,5.029999999,6.719999999,3.450000003,25.94000002,8.75,98.9500001,35.27999996,162.4299999,36.43999997,371.2799996,78.33999996
-1,unlabel,12.47999999,891.9999992,12373,188.9999999,206.9999998,0.03,46.00000003,1.039999999,2.059999998,0.4,11.59999999,4.520000002,65.29999996,27.50000001,146.0000001,34.9,372.0000001,78.99999995
-1,unlabel,32.17000001,2120.030002,7769.669992,240.8700002,233.22,0.53,25.74000003,6.46,7.660000006,1.400000002,37.93000003,15.28999999,171.7200001,68.51000008,275.5499998,56.28000003,463.31,97.13000006
-1,unlabel,7.260000005,1615.000001,10950,225.9999999,225.9999999,0.3,75.60000009,7.909999991,10.79999999,1.53,38.20000001,12.4,144,56.50000002,252.0000001,54.40000004,508.9999996,99.50000006
-1,unlabel,7.330000006,1474.000002,11905.00001,273,397.9999999,0.02,25.20000001,2.219999998,4.550000004,0.29,27.40000001,10.10000001,129.9999999,51.60000004,236,50.69999996,463,88.4
-1,unlabel,3.979999999,1524,8241.999996,29.29999998,76.70000001,0.08,4.399999995,6.059999998,9.599999999,2.309999998,43.89999998,12.72049607,150.9999999,52.30000002,219.0000001,41.46849653,364.0000003,66.09999993
-1,unlabel,6.220000004,1292.000001,11652.99999,158.9999999,392.9999997,0.01,7.170000005,0.88,3.280000002,0.16,20.09999998,7.840000006,107.9999999,42.2,212.9999998,43.29999996,422.9999996,78.00000006
-1,unlabel,5.94,1342.000001,10030,99.19999996,131.5999999,0.01,11.29999999,3.909999996,4.58,0.53,25.72999999,9.729999994,123.7000001,42.74000002,198.8,46.51000005,515.8000002,64.50000005
-1,unlabel,3.999999997,643.4825853,10126,49.99999996,133.9999999,0.2,9.319999992,0.909999999,1.429999998,0.48,7.459999992,2.859999999,39.64000002,16.49999999,96.99999994,23.04000001,305.9999997,64
-1,unlabel,3.999999997,867.812613,10290.00001,141.0000001,228,0.01,18.19,1.709999998,2.609999998,1.53,14.43999999,5.14,64.88999998,26.83000002,131.9999999,32.29999998,364.0000003,78.00000006
-1,unlabel,14.54000002,1950.670001,11894.53,69.11999993,257.1199998,0.01,1.319999999,2.059999998,5.35,0.12,26.58000002,12.7,145.2399999,60.29999998,267.0200003,56.86999997,404.2699996,107.0900001
-1,unlabel,28.10000001,1354.999999,10560,169.0000002,127,0.04,34.2,4.980000003,7.440000008,1.72,34.8,10.9,129.9999999,47.40000004,203,42.89999998,392.9999997,75.40000002
-1,unlabel,22.19999998,1212,11714.00001,322.0000002,281.0000001,0.03,18.30000001,2.660000002,7.059999999,0.34,36.10000001,11.20000001,122.0000001,42.8,176.9999999,34.3,296,54.69999996
-1,unlabel,16.67000001,2085.439998,10922.01,139.5899999,229.4700002,0.09,2.95,3.889999997,7.969999993,1.63,48.13000004,17.73000002,174.6900001,66.07000003,269.1899997,52.28000001,346.9299999,94.52000001
-1,unlabel,12,1269,12299.99999,153.0000001,310.0000001,0.02,9.780000005,2.69,5.769999998,0.739999999,34.03999997,10.30000001,111.3499999,39.78999999,172.6900002,32.96,296.7799997,56
-1,unlabel,3.169999998,1137.430001,8605.260007,546.5500005,655.04,0.789999999,40.71999997,2.08,3.600000002,0.79,17.82000001,6.480000002,88.97000009,37.71999999,186.8400002,43.85000003,440.2500004,94.90999991
-1,unlabel,18.94999999,1586.070001,10482.02999,115.56,212.3300001,0.39,3.55,1.920000001,4.28,0.44,28.92000003,10.95,138.7399999,54.83999999,246.22,51.52999995,468.56,91.57999996
-1,unlabel,23,1646.999999,10402.99999,125,112.0000001,0.01,47.20000004,2.259999999,5.360000004,0.980000001,27.82000002,10.42,141.8,54.15,243.3500002,56.4,594.8000002,94.99999994
-1,unlabel,39,196.9999999,7671.000004,87.00000008,96.99999994,0.01,8.450000001,2.039999998,6.059999998,2.089999999,31.33999999,11.87,158.5499999,57.49000005,257.2400001,57.42999996,565.2999994,90.99999993
-1,unlabel,5.620000006,1343.000001,11491.00001,274.0000001,425.9999999,0.04,14.4,3.509999996,6.960000006,1.15,33.40000001,11.29999999,127,46.90000003,197.9999999,40.60000004,369.9999999,69.19999993
-1,unlabel,16.1,990.0000009,14885,55.20000003,70.80000005,0.08,12.80000001,1.889999999,2.870000002,0.52,20.69999998,7.349999999,90.99999993,33.70000001,150,33.10000002,327.0000003,56.70000001
-1,unlabel,16.69999999,1427,10857,276,481.9999997,0.06,15.40000001,2.870000002,6.539999995,0.609999999,35.29999997,11.79999999,140.0000001,52.2,221.0000002,44.39999999,390,71.59999995
-1,unlabel,8.999999991,1331.968282,9734.304717,412,430.0000004,0.27,60.90000005,7.490000005,10.59999999,4.029999998,44.19999996,12.99999999,133,44.39999999,185.9999999,36.69999998,347.0000002,66.00000007
-1,unlabel,4.999999996,908.9999995,11733.00001,58.00000006,237,0.842711483,11.35000001,1.020000001,2.109999999,0.34,14.4,5.430000005,74.78000003,28.19999998,138.1300001,30.68999997,323.6600002,62.99999993
-1,unlabel,4.500000002,895.67,9865.97001,127.26,231.6299999,0.11,21.09999999,1.09,2.449999998,1.129999999,15.13,5.520000003,69.04000005,28.50999998,139.5899999,33.27000001,351.6699997,80.95999991
-1,unlabel,12.4,1840,10020.00001,158.1,221.9999998,0.8,22.49999999,10,10.14,3.730000001,42.2,14.32,174.4999999,56.09999997,257.7000003,59.29999995,676.0000001,89.40000004
-1,unlabel,8.999999991,700.6558396,16790.63156,101.0000001,210.0000001,0.17,10.59999999,0.749999999,2.200000001,0.41,12,3.950000003,47.7,17.60000001,79.39999992,16.90000002,158.9999999,34.99999997
-1,unlabel,2.459999999,1370.019999,10330.05001,114.0800001,353.4300002,0.629999999,10.05000001,1.26,1.84,0.19,15.40000001,7.330000006,95.59999994,41.91000002,191.3899998,44.32999997,390.0499998,86.89999991
-1,unlabel,10,1004,11916.00001,103.9999999,158.9999999,0.01,2.289999998,1.66,5.12,0.16,26,8.049999993,96.10000007,35.29999997,150.9999999,30.49999998,271.0000001,49
-1,unlabel,5.489999994,1223,12565.99999,278.0000001,512.9999999,0.01,29.19999997,0.890000001,2.789999998,0.29,20.89999999,7.879999991,105,42.10000002,201.9999998,44.8,428,81.80000006
-1,unlabel,20.43000002,2265.04,11058.88001,58.27999999,178.9000002,0.01,1.400000001,1.94,4.240000004,0.19,24.38999998,12.17999999,153.4199999,68.75000008,330.6100003,71.28,508.9799995,146.45
-1,unlabel,9.900000009,1076.999999,11750.00001,74.00000005,142.9999998,0.04,7.599999995,1.379999999,4.409999995,0.34,31.39999999,11.11999999,132.2999999,37.50000002,138.4999999,27.07000001,245.6999997,26.99999999
-1,unlabel,10.70000001,1435,10859.99999,71.89999994,133,0.03,9.160000007,1.289999999,3.4,0.439999999,25.59999998,10.17,133.6999999,50.60000002,226.0999998,48.40000004,446.9999999,80.60000004
-1,unlabel,19,1567.999999,10372,105.9999999,101.0000001,0.05,26.8,3.889999997,9.360000006,1.13,41.2,13.19999999,150,55.69999998,240.0000002,47.89999995,435,79.69999993
-1,unlabel,7.199999993,2576.000002,7459.999992,160.0000001,224.9999999,0.05,11.35999999,6.130000007,13.10000001,1.84,63.40000002,21.5,283.0000003,96.29999997,399.9999997,87.1,785.0000005,96.99999994
-1,unlabel,4.980000003,1413.7,8434.969994,181.19,264.1400003,0.08,14.29999998,4.859999997,5.510000002,0.65,37.87999997,11.84999999,141.2799999,51.51000001,213.5900001,42.93999999,371.8300003,71.70000005
-1,unlabel,16.4,1240,9239.999995,352.9999997,407.9999999,0.05,22.49999999,6.600000007,10.30000001,1.04,42.5,12.09999999,141.9999999,46.60000003,190,45.10000001,446.0000003,59.00000005
-1,unlabel,11.98,1639.559999,7834.139994,274.4400002,243.2599998,0.02,13.91,3.18,8.520000005,2.3,38.75000001,12.47999999,144.0500001,55.17999998,246.3999997,50.91,459.4299995,96.24999996
-1,unlabel,17.09999998,1646,9743.999994,284,649.0000003,0.2,9.339999995,4.590000005,7.560000009,0.49,42.10000002,13.7,158.9999999,56.89999995,239,50.29999999,446.0000003,73.49999999
-1,unlabel,8.500000006,911.0000001,12854.00001,243.9999998,547.9999994,0.01,20.59999998,0.870000001,2.069999998,0.18,12.99999999,5.35,72.70000002,30.00000002,150,35.29999997,354,72.10000005
-1,unlabel,5.999999995,570.9999997,12123,144,212,0.05,16.61999998,0.653042156,1.020000001,0.52,8.930000002,2.73,37.82000004,15.61,84.35999999,20.5,227.5400001,56
-1,unlabel,5.999999995,1926.000001,12313.99999,120,332.0000002,0.01,7.359999994,1.110000001,3.92,0.4,20.19999998,8.299999993,113.5900001,40.65000001,186.56,43.96000003,444.6999995,72.99999998
-1,unlabel,21.21000002,961.4700004,10546.91,228.0899999,164.9799999,0.01,9.939999991,2.559999998,5.400000002,0.29,24.93999999,7.969999993,93.38999991,33.79000002,140.7599999,28.46999999,254.8000002,47.86999995
-1,unlabel,6.810000001,1028.740001,8811.689999,182.7500002,233.39,0.04,16.43999999,1.600000001,3.000000002,1.070000001,15.87000001,5.449999997,73.75999999,30.59999997,154.34,36.18000004,403.2199997,82.15000004
-1,unlabel,2.76,1341,11940.00001,103.9000001,183.0000001,0.02,8.84,2.65,3.000000002,0.27,19.98000001,8.319999994,118.2000001,41.99999996,202.9,50.60000002,556.0000005,68.60000005
-1,unlabel,3.199999998,1689.000002,9110.000001,243.9999998,601.9999996,0.14,12.6,4.240000004,8.799999997,1.029999999,42.2,14.93999998,183.3,60.90000005,269,65.70000007,667.9999993,85.99999995
-1,unlabel,8.509999998,911.0000001,13903.00001,228,243.9999998,0.03,32.70000003,1.559999999,2.339999998,0.63,15.89999999,5.489999994,70.3,28.90000002,140.0000001,33.20000002,343,67.80000002
-1,unlabel,3.999999997,769.0000004,12922.99999,49,846.9999994,0.910574844,11.49000001,0.26,0.940000001,0.31,10.98999999,4.180000002,59.77000002,23.85999998,111.82,26.37000001,267.3499997,56
-1,unlabel,4.999999996,1054.195881,8795.000004,208.9999999,358.0000003,0.09,29.44000002,1.280000001,2.699999999,1.029999999,16.52,5.960000004,77.26000003,32.80000002,161,41.39999999,445,94.00000009
-1,unlabel,5.999999995,1154,10272.00001,224.9999999,348,0.01,14.15,1.779999999,3.12,0.720000001,18.57000001,7.140000004,95.53000006,36.79000001,185.1800001,40.89000004,424.1100003,78.99999995
-1,unlabel,14.00000001,1722,11712.00001,682.0000005,898.0000007,0.17,3.220000002,2.84,5.929999995,0.56,44.9,19.4,228,87.30000006,344.9999999,80.29999995,576.9999998,122.0000001
-1,unlabel,4.999999996,934.9198915,8835.999996,94.00000009,173.9999999,0.01,15.49000001,0.86,2.019999998,1.240000001,14.11000001,5.200000004,66.78000004,28.19000001,144.9999999,35.13999999,401.9999999,85.00000006
-1,unlabel,55.86999995,2612.720002,10421.69999,147.26,383.5299996,0.5,9.610000007,4.320000002,7.179999996,0.45,37.9,17.45999999,201.2200002,84.27000002,353.69,74.26000002,497.7399995,138.5600001
-1,unlabel,7.340000001,1480.859999,11122.79001,269.7399999,332.0500003,0.02,7.400000005,2.699999999,6.150000003,0.25,37.38,12.14000001,143.2999999,52.56000005,220.9799999,43.7,376.0699999,72.31000008
-1,unlabel,5.630000002,893.4399994,12091.09,91.56,287.9200002,0.01,2.939999997,0.57,1.920000001,0.07,13.78999999,5.830000003,76.12000007,29.66000002,136.9500001,29.01000001,262.8400003,50.79999997
-1,unlabel,8.649999991,1692.000001,11700.00001,131.2,192.4000001,0.02,17.77000001,1.460000001,3.730000002,0.22,28.10000001,11.62,151.3,57.09999997,253.3000001,53.5,476.8999995,77.59999995
-1,unlabel,7,921.7787033,7229.000004,147.0000001,148.9999999,0.08,15.36000001,4.22,7.310000001,3.83,26.05999998,8.119999995,88.67999991,33.87000003,153.0000001,39.54,422,93.0000001
-1,unlabel,5.129999999,1026.000001,14179.00002,88.4,674.0000007,0.04,0.780000001,0.619999999,2.640000001,0.08,21.39999998,9.31,105,33.20000002,122.9999999,21.59999999,175.0000001,29.6
-1,unlabel,1.620000002,1326.86,9905.740007,203.28,349.4099998,0.05,11.45000001,1.449999999,3.55,0.42,22.75,8.130000008,105.36,40.87000003,195.6499999,41.00000003,421.9600003,76.03999997
-1,unlabel,8,228,7747.999999,238,318,0.01,34.43000002,6.01,10.55000001,2.800000001,42.18999996,15.76999999,203.8199999,68.13000001,286.7699998,58.6,526.3,74.00000005
-1,unlabel,9.199999993,1229,9464.999993,259,476.0000003,0.27,30.2,2.39,8.999999991,4.379999999,41.99999996,12,118.9999999,36.20000004,155.9999999,31.2,335,55.49999998
-1,unlabel,2.000000002,1034.000001,10469,58.00000006,124,0.07,5.099999999,1.030000001,3.41,0.68,15.66000001,6.1,71.87000002,29.57000003,152.7,36.84000004,390.2799997,83.99999999
-1,unlabel,7,1161.000001,10984.99999,78.99999995,547.9999994,0.86,25.84999997,3.010000003,3.970000002,0.800000001,21.86000002,7.660000006,99.36000004,36.63000003,173.6299999,38.14000003,394.6600004,69.00000004
-1,unlabel,7,689.0000001,11368.99999,21.00000001,470.0000001,0.01,0.619999999,0.850000001,3.760000001,0.56,27.46999997,10.70000001,97.76999996,19.29000002,49.55000002,7.450000004,49.20000003,5.999999995
-1,unlabel,8,1397.560502,6939.618147,71.99999993,422,0.24,1.05,1.379999999,4.590000005,0.25,40.79999999,17.29999999,212,72.70000002,283.0000003,57.90000004,495.0000001,76.99999997
-1,unlabel,1,708.5327694,11786.00001,89.99999991,241.0000002,0.01,12.63000001,0.35,1.460000001,0.62,8.250000009,3.340000001,43.61999998,19.48000002,103.0000001,26.26000001,301.0000003,68.00000005
-1,unlabel,8.229999996,516.0000004,15517,173.9999999,572.0000003,0.01,14.60000001,0.8,1.649999999,0.14,8.049999993,3.160000003,40.49999998,16.4,82.70000009,19.4,203,43.5
-1,unlabel,21.70000001,563.0000002,16875.00002,228,458,0.02,2.750000001,1.540000001,4.429999998,0.05,21.29999998,6.280000004,60.1,19.09999999,71.79999996,13.3,114.9999999,17.79999999
-1,unlabel,3.999999997,1454.999999,6503,302,298.9999998,0.04,11.71,2.69,6.319999996,0.17,37.85000001,12.96000001,146.7899998,50.91,218.0700002,38.09000003,340.9299996,64
-1,unlabel,14.15999999,1251.910001,11426.59001,227.4800002,469.5000004,0.01,3.43,2.190000001,5.869999997,0.2,30.22,10.70000001,125.0800001,43.02999999,181.8199998,35.33999999,308.6800003,57.98
-1,unlabel,7.520000007,759.9999995,13051.00001,158.9999999,266.9999998,0.01,17.60000001,2.289999998,2.929999998,1.289999999,16.49999999,5.060000002,59.8,23.9,113.9999999,27.89999998,296,61
-1,unlabel,7.889999996,1267.39,11196.80001,117.8300001,297.9600003,0.37,1.989999998,2.59,5.620000006,0.12,34.9,12.52,133.72,43.52000003,169.1100002,31.93000003,258.3399999,46.70999997
-1,unlabel,2.72,1122.279999,9637.620009,181.6199999,475.2700004,0.02,4.320000002,0.949999999,2.609999998,0.19,18.76,7.100000005,95.13999998,39.01999999,185.5099998,41.81999995,403.4299998,83.24000009
-1,unlabel,12.99999999,1534.000001,12538.00001,87.99999997,399.9999997,0.04,3.839999997,0.749999999,3.12,0.16,23.7,9.610000007,125,51.29999999,238,51.60000004,472.0000004,90.69999999
-1,unlabel,24.30000002,949.9999994,13120.99999,187.9999999,128.9999999,0.04,17.39999999,2.569999998,5.460000004,0.35,28.90000002,9.229999999,97.60000007,33.00000001,133.9999999,26.19999998,245.9999999,41.9
-1,unlabel,1.549999999,520.0000004,15741,115.9999999,503.9999995,0.37,7.470000003,0.870000001,0.53,0.06,4.940000001,2.05,32.5,16.4,89.40000004,23.10000001,252.9999999,52.59999998
-1,unlabel,5.999999995,840.7020492,9704.000003,137.9999999,221.9999998,0.01,15.85000002,1.139999999,2.320000001,1.370000001,12.16999999,4.210000002,57.13999999,24.78,126,31.37000002,361.0000001,76.99999997
-1,unlabel,4.709999999,1428.924975,10750.53593,164.92,357.9700002,0.04,15.06,1.129999999,2.72,0.2,18.57000001,6.810000001,93.04000006,35.66000001,188.0500001,35.85999998,342.8800002,61.58000006
-1,unlabel,13.87,1993.559999,10761.08,127.9399999,302.4000001,0.35,4.909999999,3.470000002,5.6,0.870000001,32.44999999,13.57000001,154.3,63.29000005,277.2199999,55.60000005,367.54,106.69
-1,unlabel,10,1027.000001,10475.00001,45.00000002,76.99999997,0.01,3.359999997,2.129999998,4.850000004,0.36,23.6,8.329999992,115.33,40.97,180.1000001,39.14999996,382.8999997,61
-1,unlabel,3.999999997,598.776425,10059,74.99999993,126,0.14,9.770000006,0.890000001,1.84,0.600000001,8.280000004,2.830000003,40.08000001,16.06,89.00000007,20.57999998,272,56
-1,unlabel,3.000000002,573.9999995,11542,62.99999993,749.0000005,0.13,9.710000002,0.919999999,1.879999999,0.46,10.95,2.85,38.88999999,17.16999999,81.00999997,20.28000002,213.5100002,53.00000005
